time_from_creep_onset_s,stress_Pa,strain_frac
7.930000000000000000e+02,2.688000000000000000e+08,9.765576689300538293e-02
7.940000000000000000e+02,2.688000000000000000e+08,9.765885448005548475e-02
7.950000000000000000e+02,2.688000000000000000e+08,9.766193818090311562e-02
7.960000000000000000e+02,2.688000000000000000e+08,9.766501800531875166e-02
7.970000000000000000e+02,2.688000000000000000e+08,9.766809396303603730e-02
7.980000000000000000e+02,2.688000000000000000e+08,9.767116606375203514e-02
7.990000000000000000e+02,2.688000000000000000e+08,9.767423431712737858e-02
8.000000000000000000e+02,2.688000000000000000e+08,9.767729873278643837e-02
8.010000000000000000e+02,2.688000000000000000e+08,9.768035932031748914e-02
8.020000000000000000e+02,2.688000000000000000e+08,9.768341608927297304e-02
8.030000000000000000e+02,2.688000000000000000e+08,9.768646904916958307e-02
8.040000000000000000e+02,2.688000000000000000e+08,9.768951820948848508e-02
8.050000000000000000e+02,2.688000000000000000e+08,9.769256357967549820e-02
8.060000000000000000e+02,2.688000000000000000e+08,9.769560516914124748e-02
8.070000000000000000e+02,2.688000000000000000e+08,9.769864298726138596e-02
8.080000000000000000e+02,2.688000000000000000e+08,9.770167704337669179e-02
8.090000000000000000e+02,2.688000000000000000e+08,9.770470734679331803e-02
8.100000000000000000e+02,2.688000000000000000e+08,9.770773390678290371e-02
8.110000000000000000e+02,2.688000000000000000e+08,9.771075673258276806e-02
8.120000000000000000e+02,2.688000000000000000e+08,9.771377583339611872e-02
8.130000000000000000e+02,2.688000000000000000e+08,9.771679121839214888e-02
8.140000000000000000e+02,2.688000000000000000e+08,9.771980289670623154e-02
8.150000000000000000e+02,2.688000000000000000e+08,9.772281087744012773e-02
8.160000000000000000e+02,2.688000000000000000e+08,9.772581516966206971e-02
8.170000000000000000e+02,2.688000000000000000e+08,9.772881578240701084e-02
8.180000000000000000e+02,2.688000000000000000e+08,9.773181272467673653e-02
8.190000000000000000e+02,2.688000000000000000e+08,9.773480600544003083e-02
8.200000000000000000e+02,2.688000000000000000e+08,9.773779563363284295e-02
8.210000000000000000e+02,2.688000000000000000e+08,9.774078161815845378e-02
8.220000000000000000e+02,2.688000000000000000e+08,9.774376396788764243e-02
8.230000000000000000e+02,2.688000000000000000e+08,9.774674269165883889e-02
8.240000000000000000e+02,2.688000000000000000e+08,9.774971779827820728e-02
8.250000000000000000e+02,2.688000000000000000e+08,9.775268929651996508e-02
8.260000000000000000e+02,2.688000000000000000e+08,9.775565719512639695e-02
8.270000000000000000e+02,2.688000000000000000e+08,9.775862150280804908e-02
8.280000000000000000e+02,2.688000000000000000e+08,9.776158222824388178e-02
8.290000000000000000e+02,2.688000000000000000e+08,9.776453938008147770e-02
8.300000000000000000e+02,2.688000000000000000e+08,9.776749296693708347e-02
8.310000000000000000e+02,2.688000000000000000e+08,9.777044299739585942e-02
8.320000000000000000e+02,2.688000000000000000e+08,9.777338948001197683e-02
8.330000000000000000e+02,2.688000000000000000e+08,9.777633242330877050e-02
8.340000000000000000e+02,2.688000000000000000e+08,9.777927183577894699e-02
8.350000000000000000e+02,2.688000000000000000e+08,9.778220772588459841e-02
8.360000000000000000e+02,2.688000000000000000e+08,9.778514010205752172e-02
8.370000000000000000e+02,2.688000000000000000e+08,9.778806897269921861e-02
8.380000000000000000e+02,2.688000000000000000e+08,9.779099434618110376e-02
8.390000000000000000e+02,2.688000000000000000e+08,9.779391623084465746e-02
8.400000000000000000e+02,2.688000000000000000e+08,9.779683463500153662e-02
8.410000000000000000e+02,2.688000000000000000e+08,9.779974956693372745e-02
8.420000000000000000e+02,2.688000000000000000e+08,9.780266103489371199e-02
8.430000000000000000e+02,2.688000000000000000e+08,9.780556904710455135e-02
8.440000000000000000e+02,2.688000000000000000e+08,9.780847361176009391e-02
8.450000000000000000e+02,2.688000000000000000e+08,9.781137473702507246e-02
8.460000000000000000e+02,2.688000000000000000e+08,9.781427243103525682e-02
8.470000000000000000e+02,2.688000000000000000e+08,9.781716670189753715e-02
8.480000000000000000e+02,2.688000000000000000e+08,9.782005755769017374e-02
8.490000000000000000e+02,2.688000000000000000e+08,9.782294500646279700e-02
8.500000000000000000e+02,2.688000000000000000e+08,9.782582905623669889e-02
8.510000000000000000e+02,2.688000000000000000e+08,9.782870971500477741e-02
8.520000000000000000e+02,2.688000000000000000e+08,9.783158699073184195e-02
8.530000000000000000e+02,2.688000000000000000e+08,9.783446089135462709e-02
8.540000000000000000e+02,2.688000000000000000e+08,9.783733142478200084e-02
8.550000000000000000e+02,2.688000000000000000e+08,9.784019859889507564e-02
8.560000000000000000e+02,2.688000000000000000e+08,9.784306242154727773e-02
8.570000000000000000e+02,2.688000000000000000e+08,9.784592290056456920e-02
8.580000000000000000e+02,2.688000000000000000e+08,9.784878004374551741e-02
8.590000000000000000e+02,2.688000000000000000e+08,9.785163385886143372e-02
8.600000000000000000e+02,2.688000000000000000e+08,9.785448435365651232e-02
8.610000000000000000e+02,2.688000000000000000e+08,9.785733153584795507e-02
8.620000000000000000e+02,2.688000000000000000e+08,9.786017541312606871e-02
8.630000000000000000e+02,2.688000000000000000e+08,9.786301599315440358e-02
8.640000000000000000e+02,2.688000000000000000e+08,9.786585328356993407e-02
8.650000000000000000e+02,2.688000000000000000e+08,9.786868729198311412e-02
8.660000000000000000e+02,2.688000000000000000e+08,9.787151802597797434e-02
8.670000000000000000e+02,2.688000000000000000e+08,9.787434549311234411e-02
8.680000000000000000e+02,2.688000000000000000e+08,9.787716970091786539e-02
8.690000000000000000e+02,2.688000000000000000e+08,9.787999065690021483e-02
8.700000000000000000e+02,2.688000000000000000e+08,9.788280836853914535e-02
8.710000000000000000e+02,2.688000000000000000e+08,9.788562284328863883e-02
8.720000000000000000e+02,2.688000000000000000e+08,9.788843408857701711e-02
8.730000000000000000e+02,2.688000000000000000e+08,9.789124211180702528e-02
8.740000000000000000e+02,2.688000000000000000e+08,9.789404692035606759e-02
8.750000000000000000e+02,2.688000000000000000e+08,9.789684852157616579e-02
8.760000000000000000e+02,2.688000000000000000e+08,9.789964692279416736e-02
8.770000000000000000e+02,2.688000000000000000e+08,9.790244213131185647e-02
8.780000000000000000e+02,2.688000000000000000e+08,9.790523415440605115e-02
8.790000000000000000e+02,2.688000000000000000e+08,9.790802299932868658e-02
8.800000000000000000e+02,2.688000000000000000e+08,9.791080867330702320e-02
8.810000000000000000e+02,2.688000000000000000e+08,9.791359118354364677e-02
8.820000000000000000e+02,2.688000000000000000e+08,9.791637053721664874e-02
8.830000000000000000e+02,2.688000000000000000e+08,9.791914674147970954e-02
8.840000000000000000e+02,2.688000000000000000e+08,9.792191980346222346e-02
8.850000000000000000e+02,2.688000000000000000e+08,9.792468973026943746e-02
8.860000000000000000e+02,2.688000000000000000e+08,9.792745652898245112e-02
8.870000000000000000e+02,2.688000000000000000e+08,9.793022020665848038e-02
8.880000000000000000e+02,2.688000000000000000e+08,9.793298077033081583e-02
8.890000000000000000e+02,2.688000000000000000e+08,9.793573822700907261e-02
8.900000000000000000e+02,2.688000000000000000e+08,9.793849258367917643e-02
8.910000000000000000e+02,2.688000000000000000e+08,9.794124384730348853e-02
8.920000000000000000e+02,2.688000000000000000e+08,9.794399202482102773e-02
8.930000000000000000e+02,2.688000000000000000e+08,9.794673712314744263e-02
8.940000000000000000e+02,2.688000000000000000e+08,9.794947914917510878e-02
8.950000000000000000e+02,2.688000000000000000e+08,9.795221810977340626e-02
8.960000000000000000e+02,2.688000000000000000e+08,9.795495401178858086e-02
8.970000000000000000e+02,2.688000000000000000e+08,9.795768686204406328e-02
8.980000000000000000e+02,2.688000000000000000e+08,9.796041666734039977e-02
8.990000000000000000e+02,2.688000000000000000e+08,9.796314343445548800e-02
9.000000000000000000e+02,2.688000000000000000e+08,9.796586717014456325e-02
9.010000000000000000e+02,2.688000000000000000e+08,9.796858788114043426e-02
9.020000000000000000e+02,2.688000000000000000e+08,9.797130557415342778e-02
9.030000000000000000e+02,2.688000000000000000e+08,9.797402025587162444e-02
9.040000000000000000e+02,2.688000000000000000e+08,9.797673193296084493e-02
9.050000000000000000e+02,2.688000000000000000e+08,9.797944061206483035e-02
9.060000000000000000e+02,2.688000000000000000e+08,9.798214629980531165e-02
9.070000000000000000e+02,2.688000000000000000e+08,9.798484900278209286e-02
9.080000000000000000e+02,2.688000000000000000e+08,9.798754872757317602e-02
9.090000000000000000e+02,2.688000000000000000e+08,9.799024548073483054e-02
9.100000000000000000e+02,2.688000000000000000e+08,9.799293926880169037e-02
9.110000000000000000e+02,2.688000000000000000e+08,9.799563009828689275e-02
9.120000000000000000e+02,2.688000000000000000e+08,9.799831797568211988e-02
9.130000000000000000e+02,2.688000000000000000e+08,9.800100290745766829e-02
9.140000000000000000e+02,2.688000000000000000e+08,9.800368490006267086e-02
9.150000000000000000e+02,2.688000000000000000e+08,9.800636395992504135e-02
9.160000000000000000e+02,2.688000000000000000e+08,9.800904009345162704e-02
9.170000000000000000e+02,2.688000000000000000e+08,9.801171330702834750e-02
9.180000000000000000e+02,2.688000000000000000e+08,9.801438360702020847e-02
9.190000000000000000e+02,2.688000000000000000e+08,9.801705099977145452e-02
9.200000000000000000e+02,2.688000000000000000e+08,9.801971549160556907e-02
9.210000000000000000e+02,2.688000000000000000e+08,9.802237708882551026e-02
9.220000000000000000e+02,2.688000000000000000e+08,9.802503579771366937e-02
9.230000000000000000e+02,2.688000000000000000e+08,9.802769162453199570e-02
9.240000000000000000e+02,2.688000000000000000e+08,9.803034457552213532e-02
9.250000000000000000e+02,2.688000000000000000e+08,9.803299465690544501e-02
9.260000000000000000e+02,2.688000000000000000e+08,9.803564187488314485e-02
9.270000000000000000e+02,2.688000000000000000e+08,9.803828623563635991e-02
9.280000000000000000e+02,2.688000000000000000e+08,9.804092774532620347e-02
9.290000000000000000e+02,2.688000000000000000e+08,9.804356641009391582e-02
9.300000000000000000e+02,2.688000000000000000e+08,9.804620223606090590e-02
9.310000000000000000e+02,2.688000000000000000e+08,9.804883522932883455e-02
9.320000000000000000e+02,2.688000000000000000e+08,9.805146539597969779e-02
9.330000000000000000e+02,2.688000000000000000e+08,9.805409274207599335e-02
9.340000000000000000e+02,2.688000000000000000e+08,9.805671727366067902e-02
9.350000000000000000e+02,2.688000000000000000e+08,9.805933899675728371e-02
9.360000000000000000e+02,2.688000000000000000e+08,9.806195791737010170e-02
9.370000000000000000e+02,2.688000000000000000e+08,9.806457404148413715e-02
9.380000000000000000e+02,2.688000000000000000e+08,9.806718737506525674e-02
9.390000000000000000e+02,2.688000000000000000e+08,9.806979792406025909e-02
9.400000000000000000e+02,2.688000000000000000e+08,9.807240569439691635e-02
9.410000000000000000e+02,2.688000000000000000e+08,9.807501069198418242e-02
9.420000000000000000e+02,2.688000000000000000e+08,9.807761292271209574e-02
9.430000000000000000e+02,2.688000000000000000e+08,9.808021239245197365e-02
9.440000000000000000e+02,2.688000000000000000e+08,9.808280910705648170e-02
9.450000000000000000e+02,2.688000000000000000e+08,9.808540307235967537e-02
9.460000000000000000e+02,2.688000000000000000e+08,9.808799429417711102e-02
9.470000000000000000e+02,2.688000000000000000e+08,9.809058277830590145e-02
9.480000000000000000e+02,2.688000000000000000e+08,9.809316853052481300e-02
9.490000000000000000e+02,2.688000000000000000e+08,9.809575155659432111e-02
9.500000000000000000e+02,2.688000000000000000e+08,9.809833186225674906e-02
9.510000000000000000e+02,2.688000000000000000e+08,9.810090945323621248e-02
9.520000000000000000e+02,2.688000000000000000e+08,9.810348433523884137e-02
9.530000000000000000e+02,2.688000000000000000e+08,9.810605651395279403e-02
9.540000000000000000e+02,2.688000000000000000e+08,9.810862599504831250e-02
9.550000000000000000e+02,2.688000000000000000e+08,9.811119278417779199e-02
9.560000000000000000e+02,2.688000000000000000e+08,9.811375688697594744e-02
9.570000000000000000e+02,2.688000000000000000e+08,9.811631830905975793e-02
9.580000000000000000e+02,2.688000000000000000e+08,9.811887705602861942e-02
9.590000000000000000e+02,2.688000000000000000e+08,9.812143313346442797e-02
9.600000000000000000e+02,2.688000000000000000e+08,9.812398654693162137e-02
9.610000000000000000e+02,2.688000000000000000e+08,9.812653730197722080e-02
9.620000000000000000e+02,2.688000000000000000e+08,9.812908540413099734e-02
9.630000000000000000e+02,2.688000000000000000e+08,9.813163085890541648e-02
9.640000000000000000e+02,2.688000000000000000e+08,9.813417367179583239e-02
9.650000000000000000e+02,2.688000000000000000e+08,9.813671384828051569e-02
9.660000000000000000e+02,2.688000000000000000e+08,9.813925139382068119e-02
9.670000000000000000e+02,2.688000000000000000e+08,9.814178631386058504e-02
9.680000000000000000e+02,2.688000000000000000e+08,9.814431861382760802e-02
9.690000000000000000e+02,2.688000000000000000e+08,9.814684829913238040e-02
9.700000000000000000e+02,2.688000000000000000e+08,9.814937537516871258e-02
9.710000000000000000e+02,2.688000000000000000e+08,9.815189984731376160e-02
9.720000000000000000e+02,2.688000000000000000e+08,9.815442172092808670e-02
9.730000000000000000e+02,2.688000000000000000e+08,9.815694100135571865e-02
9.740000000000000000e+02,2.688000000000000000e+08,9.815945769392421527e-02
9.750000000000000000e+02,2.688000000000000000e+08,9.816197180394473087e-02
9.760000000000000000e+02,2.688000000000000000e+08,9.816448333671207171e-02
9.770000000000000000e+02,2.688000000000000000e+08,9.816699229750483480e-02
9.780000000000000000e+02,2.688000000000000000e+08,9.816949869158531072e-02
9.790000000000000000e+02,2.688000000000000000e+08,9.817200252419976125e-02
9.800000000000000000e+02,2.688000000000000000e+08,9.817450380057830828e-02
9.810000000000000000e+02,2.688000000000000000e+08,9.817700252593514199e-02
9.820000000000000000e+02,2.688000000000000000e+08,9.817949870546843760e-02
9.830000000000000000e+02,2.688000000000000000e+08,9.818199234436056355e-02
9.840000000000000000e+02,2.688000000000000000e+08,9.818448344777802594e-02
9.850000000000000000e+02,2.688000000000000000e+08,9.818697202087163511e-02
9.860000000000000000e+02,2.688000000000000000e+08,9.818945806877646398e-02
9.870000000000000000e+02,2.688000000000000000e+08,9.819194159661204235e-02
9.880000000000000000e+02,2.688000000000000000e+08,9.819442260948228751e-02
9.890000000000000000e+02,2.688000000000000000e+08,9.819690111247565689e-02
9.900000000000000000e+02,2.688000000000000000e+08,9.819937711066517583e-02
9.910000000000000000e+02,2.688000000000000000e+08,9.820185060910847918e-02
9.920000000000000000e+02,2.688000000000000000e+08,9.820432161284793626e-02
9.930000000000000000e+02,2.688000000000000000e+08,9.820679012691067855e-02
9.940000000000000000e+02,2.688000000000000000e+08,9.820925615630861361e-02
9.950000000000000000e+02,2.688000000000000000e+08,9.821171970603856383e-02
9.960000000000000000e+02,2.688000000000000000e+08,9.821418078108226646e-02
9.970000000000000000e+02,2.688000000000000000e+08,9.821663938640651237e-02
9.980000000000000000e+02,2.688000000000000000e+08,9.821909552696310441e-02
9.990000000000000000e+02,2.688000000000000000e+08,9.822154920768896846e-02
1.000000000000000000e+03,2.688000000000000000e+08,9.822400043350625054e-02
1.001000000000000000e+03,2.688000000000000000e+08,9.822644920932230295e-02
1.002000000000000000e+03,2.688000000000000000e+08,9.822889554002978141e-02
1.003000000000000000e+03,2.688000000000000000e+08,9.823133943050674222e-02
1.004000000000000000e+03,2.688000000000000000e+08,9.823378088561661448e-02
1.005000000000000000e+03,2.688000000000000000e+08,9.823621991020829725e-02
1.006000000000000000e+03,2.688000000000000000e+08,9.823865650911622893e-02
1.007000000000000000e+03,2.688000000000000000e+08,9.824109068716048443e-02
1.008000000000000000e+03,2.688000000000000000e+08,9.824352244914673349e-02
1.009000000000000000e+03,2.688000000000000000e+08,9.824595179986633786e-02
1.010000000000000000e+03,2.688000000000000000e+08,9.824837874409650396e-02
1.011000000000000000e+03,2.688000000000000000e+08,9.825080328660015794e-02
1.012000000000000000e+03,2.688000000000000000e+08,9.825322543212616777e-02
1.013000000000000000e+03,2.688000000000000000e+08,9.825564518540927383e-02
1.014000000000000000e+03,2.688000000000000000e+08,9.825806255117028321e-02
1.015000000000000000e+03,2.688000000000000000e+08,9.826047753411593089e-02
1.016000000000000000e+03,2.688000000000000000e+08,9.826289013893915736e-02
1.017000000000000000e+03,2.688000000000000000e+08,9.826530037031896980e-02
1.018000000000000000e+03,2.688000000000000000e+08,9.826770823292065027e-02
1.019000000000000000e+03,2.688000000000000000e+08,9.827011373139567241e-02
1.020000000000000000e+03,2.688000000000000000e+08,9.827251687038188188e-02
1.021000000000000000e+03,2.688000000000000000e+08,9.827491765450342698e-02
1.022000000000000000e+03,2.688000000000000000e+08,9.827731608837093902e-02
1.023000000000000000e+03,2.688000000000000000e+08,9.827971217658149072e-02
1.024000000000000000e+03,2.688000000000000000e+08,9.828210592371867949e-02
1.025000000000000000e+03,2.688000000000000000e+08,9.828449733435265512e-02
1.026000000000000000e+03,2.688000000000000000e+08,9.828688641304025864e-02
1.027000000000000000e+03,2.688000000000000000e+08,9.828927316432498063e-02
1.028000000000000000e+03,2.688000000000000000e+08,9.829165759273703062e-02
1.029000000000000000e+03,2.688000000000000000e+08,9.829403970279342040e-02
1.030000000000000000e+03,2.688000000000000000e+08,9.829641949899801945e-02
1.031000000000000000e+03,2.688000000000000000e+08,9.829879698584155501e-02
1.032000000000000000e+03,2.688000000000000000e+08,9.830117216780170919e-02
1.033000000000000000e+03,2.688000000000000000e+08,9.830354504934313287e-02
1.034000000000000000e+03,2.688000000000000000e+08,9.830591563491752893e-02
1.035000000000000000e+03,2.688000000000000000e+08,9.830828392896369394e-02
1.036000000000000000e+03,2.688000000000000000e+08,9.831064993590761525e-02
1.037000000000000000e+03,2.688000000000000000e+08,9.831301366016234611e-02
1.038000000000000000e+03,2.688000000000000000e+08,9.831537510612829711e-02
1.039000000000000000e+03,2.688000000000000000e+08,9.831773427819311129e-02
1.040000000000000000e+03,2.688000000000000000e+08,9.832009118073178899e-02
1.041000000000000000e+03,2.688000000000000000e+08,9.832244581810668793e-02
1.042000000000000000e+03,2.688000000000000000e+08,9.832479819466762028e-02
1.043000000000000000e+03,2.688000000000000000e+08,9.832714831475190820e-02
1.044000000000000000e+03,2.688000000000000000e+08,9.832949618268432834e-02
1.045000000000000000e+03,2.688000000000000000e+08,9.833184180277733388e-02
1.046000000000000000e+03,2.688000000000000000e+08,9.833418517933094349e-02
1.047000000000000000e+03,2.688000000000000000e+08,9.833652631663282462e-02
1.048000000000000000e+03,2.688000000000000000e+08,9.833886521895841837e-02
1.049000000000000000e+03,2.688000000000000000e+08,9.834120189057093953e-02
1.050000000000000000e+03,2.688000000000000000e+08,9.834353633572134878e-02
1.051000000000000000e+03,2.688000000000000000e+08,9.834586855864854704e-02
1.052000000000000000e+03,2.688000000000000000e+08,9.834819856357926438e-02
1.053000000000000000e+03,2.688000000000000000e+08,9.835052635472824045e-02
1.054000000000000000e+03,2.688000000000000000e+08,9.835285193629821066e-02
1.055000000000000000e+03,2.688000000000000000e+08,9.835517531247990608e-02
1.056000000000000000e+03,2.688000000000000000e+08,9.835749648745220619e-02
1.057000000000000000e+03,2.688000000000000000e+08,9.835981546538208331e-02
1.058000000000000000e+03,2.688000000000000000e+08,9.836213225042471364e-02
1.059000000000000000e+03,2.688000000000000000e+08,9.836444684672346339e-02
1.060000000000000000e+03,2.688000000000000000e+08,9.836675925840998591e-02
1.061000000000000000e+03,2.688000000000000000e+08,9.836906948960426333e-02
1.062000000000000000e+03,2.688000000000000000e+08,9.837137754441462045e-02
1.063000000000000000e+03,2.688000000000000000e+08,9.837368342693779411e-02
1.064000000000000000e+03,2.688000000000000000e+08,9.837598714125890542e-02
1.065000000000000000e+03,2.688000000000000000e+08,9.837828869145165411e-02
1.066000000000000000e+03,2.688000000000000000e+08,9.838058808157819357e-02
1.067000000000000000e+03,2.688000000000000000e+08,9.838288531568929740e-02
1.068000000000000000e+03,2.688000000000000000e+08,9.838518039782435942e-02
1.069000000000000000e+03,2.688000000000000000e+08,9.838747333201137979e-02
1.070000000000000000e+03,2.688000000000000000e+08,9.838976412226708990e-02
1.071000000000000000e+03,2.688000000000000000e+08,9.839205277259699400e-02
1.072000000000000000e+03,2.688000000000000000e+08,9.839433928699534149e-02
1.073000000000000000e+03,2.688000000000000000e+08,9.839662366944521010e-02
1.074000000000000000e+03,2.688000000000000000e+08,9.839890592391858926e-02
1.075000000000000000e+03,2.688000000000000000e+08,9.840118605437632449e-02
1.076000000000000000e+03,2.688000000000000000e+08,9.840346406476824237e-02
1.077000000000000000e+03,2.688000000000000000e+08,9.840573995903316440e-02
1.078000000000000000e+03,2.688000000000000000e+08,9.840801374109892086e-02
1.079000000000000000e+03,2.688000000000000000e+08,9.841028541488244796e-02
1.080000000000000000e+03,2.688000000000000000e+08,9.841255498428976012e-02
1.081000000000000000e+03,2.688000000000000000e+08,9.841482245321607480e-02
1.082000000000000000e+03,2.688000000000000000e+08,9.841708782554574320e-02
1.083000000000000000e+03,2.688000000000000000e+08,9.841935110515244445e-02
1.084000000000000000e+03,2.688000000000000000e+08,9.842161229589901916e-02
1.085000000000000000e+03,2.688000000000000000e+08,9.842387140163767756e-02
1.086000000000000000e+03,2.688000000000000000e+08,9.842612842621001334e-02
1.087000000000000000e+03,2.688000000000000000e+08,9.842838337344696209e-02
1.088000000000000000e+03,2.688000000000000000e+08,9.843063624716894000e-02
1.089000000000000000e+03,2.688000000000000000e+08,9.843288705118576065e-02
1.090000000000000000e+03,2.688000000000000000e+08,9.843513578929682928e-02
1.091000000000000000e+03,2.688000000000000000e+08,9.843738246529103175e-02
1.092000000000000000e+03,2.688000000000000000e+08,9.843962708294690112e-02
1.093000000000000000e+03,2.688000000000000000e+08,9.844186964603253431e-02
1.094000000000000000e+03,2.688000000000000000e+08,9.844411015830573097e-02
1.095000000000000000e+03,2.688000000000000000e+08,9.844634862351397953e-02
1.096000000000000000e+03,2.688000000000000000e+08,9.844858504539449884e-02
1.097000000000000000e+03,2.688000000000000000e+08,9.845081942767432148e-02
1.098000000000000000e+03,2.688000000000000000e+08,9.845305177407022434e-02
1.099000000000000000e+03,2.688000000000000000e+08,9.845528208828888128e-02
1.100000000000000000e+03,2.688000000000000000e+08,9.845751037402683536e-02
1.101000000000000000e+03,2.688000000000000000e+08,9.845973663497056827e-02
1.102000000000000000e+03,2.688000000000000000e+08,9.846196087479651415e-02
1.103000000000000000e+03,2.688000000000000000e+08,9.846418309717108741e-02
1.104000000000000000e+03,2.688000000000000000e+08,9.846640330575075206e-02
1.105000000000000000e+03,2.688000000000000000e+08,9.846862150418203563e-02
1.106000000000000000e+03,2.688000000000000000e+08,9.847083769610159854e-02
1.107000000000000000e+03,2.688000000000000000e+08,9.847305188513617857e-02
1.108000000000000000e+03,2.688000000000000000e+08,9.847526407490271583e-02
1.109000000000000000e+03,2.688000000000000000e+08,9.847747426900839429e-02
1.110000000000000000e+03,2.688000000000000000e+08,9.847968247105062800e-02
1.111000000000000000e+03,2.688000000000000000e+08,9.848188868461710266e-02
1.112000000000000000e+03,2.688000000000000000e+08,9.848409291328578952e-02
1.113000000000000000e+03,2.688000000000000000e+08,9.848629516062508416e-02
1.114000000000000000e+03,2.688000000000000000e+08,9.848849543019372321e-02
1.115000000000000000e+03,2.688000000000000000e+08,9.849069372554083990e-02
1.116000000000000000e+03,2.688000000000000000e+08,9.849289005020608889e-02
1.117000000000000000e+03,2.688000000000000000e+08,9.849508440771953532e-02
1.118000000000000000e+03,2.688000000000000000e+08,9.849727680160187682e-02
1.119000000000000000e+03,2.688000000000000000e+08,9.849946723536423532e-02
1.120000000000000000e+03,2.688000000000000000e+08,9.850165571250840690e-02
1.121000000000000000e+03,2.688000000000000000e+08,9.850384223652680626e-02
1.122000000000000000e+03,2.688000000000000000e+08,9.850602681090248058e-02
1.123000000000000000e+03,2.688000000000000000e+08,9.850820943910919281e-02
1.124000000000000000e+03,2.688000000000000000e+08,9.851039012461142164e-02
1.125000000000000000e+03,2.688000000000000000e+08,9.851256887086438929e-02
1.126000000000000000e+03,2.688000000000000000e+08,9.851474568131411702e-02
1.127000000000000000e+03,2.688000000000000000e+08,9.851692055939746673e-02
1.128000000000000000e+03,2.688000000000000000e+08,9.851909350854212710e-02
1.129000000000000000e+03,2.688000000000000000e+08,9.852126453216668300e-02
1.130000000000000000e+03,2.688000000000000000e+08,9.852343363368065710e-02
1.131000000000000000e+03,2.688000000000000000e+08,9.852560081648449597e-02
1.132000000000000000e+03,2.688000000000000000e+08,9.852776608396966729e-02
1.133000000000000000e+03,2.688000000000000000e+08,9.852992943951863203e-02
1.134000000000000000e+03,2.688000000000000000e+08,9.853209088650487224e-02
1.135000000000000000e+03,2.688000000000000000e+08,9.853425042829298819e-02
1.136000000000000000e+03,2.688000000000000000e+08,9.853640806823868448e-02
1.137000000000000000e+03,2.688000000000000000e+08,9.853856380968881168e-02
1.138000000000000000e+03,2.688000000000000000e+08,9.854071765598139410e-02
1.139000000000000000e+03,2.688000000000000000e+08,9.854286961044560200e-02
1.140000000000000000e+03,2.688000000000000000e+08,9.854501967640193205e-02
1.141000000000000000e+03,2.688000000000000000e+08,9.854716785716209626e-02
1.142000000000000000e+03,2.688000000000000000e+08,9.854931415602909139e-02
1.143000000000000000e+03,2.688000000000000000e+08,9.855145857629729611e-02
1.144000000000000000e+03,2.688000000000000000e+08,9.855360112125238770e-02
1.145000000000000000e+03,2.688000000000000000e+08,9.855574179417142533e-02
1.146000000000000000e+03,2.688000000000000000e+08,9.855788059832298886e-02
1.147000000000000000e+03,2.688000000000000000e+08,9.856001753696697065e-02
1.148000000000000000e+03,2.688000000000000000e+08,9.856215261335482536e-02
1.149000000000000000e+03,2.688000000000000000e+08,9.856428583072945893e-02
1.150000000000000000e+03,2.688000000000000000e+08,9.856641719232538124e-02
1.151000000000000000e+03,2.688000000000000000e+08,9.856854670136862284e-02
1.152000000000000000e+03,2.688000000000000000e+08,9.857067436107680436e-02
1.153000000000000000e+03,2.688000000000000000e+08,9.857280017465919197e-02
1.154000000000000000e+03,2.688000000000000000e+08,9.857492414531671132e-02
1.155000000000000000e+03,2.688000000000000000e+08,9.857704627624194749e-02
1.156000000000000000e+03,2.688000000000000000e+08,9.857916657061921439e-02
1.157000000000000000e+03,2.688000000000000000e+08,9.858128503162451317e-02
1.158000000000000000e+03,2.688000000000000000e+08,9.858340166242571256e-02
1.159000000000000000e+03,2.688000000000000000e+08,9.858551646618239628e-02
1.160000000000000000e+03,2.688000000000000000e+08,9.858762944604601564e-02
1.161000000000000000e+03,2.688000000000000000e+08,9.858974060515983406e-02
1.162000000000000000e+03,2.688000000000000000e+08,9.859184994665906587e-02
1.163000000000000000e+03,2.688000000000000000e+08,9.859395747367073748e-02
1.164000000000000000e+03,2.688000000000000000e+08,9.859606318931389557e-02
1.165000000000000000e+03,2.688000000000000000e+08,9.859816709669950996e-02
1.166000000000000000e+03,2.688000000000000000e+08,9.860026919893057074e-02
1.167000000000000000e+03,2.688000000000000000e+08,9.860236949910206050e-02
1.168000000000000000e+03,2.688000000000000000e+08,9.860446800030103764e-02
1.169000000000000000e+03,2.688000000000000000e+08,9.860656470560658082e-02
1.170000000000000000e+03,2.688000000000000000e+08,9.860865961808991387e-02
1.171000000000000000e+03,2.688000000000000000e+08,9.861075274081441966e-02
1.172000000000000000e+03,2.688000000000000000e+08,9.861284407683555686e-02
1.173000000000000000e+03,2.688000000000000000e+08,9.861493362920102645e-02
1.174000000000000000e+03,2.688000000000000000e+08,9.861702140095070235e-02
1.175000000000000000e+03,2.688000000000000000e+08,9.861910739511675628e-02
1.176000000000000000e+03,2.688000000000000000e+08,9.862119161472350515e-02
1.177000000000000000e+03,2.688000000000000000e+08,9.862327406278768860e-02
1.178000000000000000e+03,2.688000000000000000e+08,9.862535474231826083e-02
1.179000000000000000e+03,2.688000000000000000e+08,9.862743365631657100e-02
1.180000000000000000e+03,2.688000000000000000e+08,9.862951080777630775e-02
